business_name,city,state,website,phone,contact_method,industry,to_email,subject,body,approved,sent_at,approval_reason,scoring_reason,final_priority_score,automation_opportunity,do_not_contact,draft_version,facebook_url,instagram_url,contact_form_url,social_channels,social_dm_text,facebook_dm_draft,instagram_dm_draft,contact_form_message,lead_insight_sentence,lead_insight_signals,opportunity_score,last_contact_channel,last_contacted_at,contact_attempt_count,contact_result,next_followup_at,campaign_key,message_id,replied,replied_at,reply_snippet,conversation_notes,conversation_next_step,send_after
KO & Shyne Auto Performance,Machesney Park,IL,http://koandshyneauto.com,8153290011,email,auto,konshyne@outlook.com,hey,"hey — when you miss a call do you usually get back to them or do they just go to the next company?

– Drew",true,,safe_autopilot,Possible — has website (+1); has email (+1); email_found contactability (+1),3,unknown,,v7,,,,email_found,Hey KO & Shyne Auto Performance — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Machesney Park that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey KO & Shyne Auto Performance — when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew","hey KO & Shyne Auto Performance — when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew","hey KO & Shyne Auto Performance — when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,60,,,0,,,,,,,,,,2026-03-18T09:19:00
Steinman Auto,Machesney Park,IL,https://steinmanauto.com,8152898131,email,auto,steinmanautosales@gmail.com,Steinman Auto,"hey Steinman Auto — not sure if this happens to you but when someone reaches out do you usually get back to them right away or does it take a little while? kinda seems like those get lost.

– Drew",true,,safe_autopilot,Possible — has website (+1); has email (+1); email_found contactability (+1),3,unknown,,v7,https://www.facebook.com/SteinmanAuto,,https://steinmanauto.com/contact/,"email_found,facebook_found",Hey Steinman Auto — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Machesney Park that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Steinman Auto — not sure if this happens to you but when someone reaches out do you usually get back to them right away or does it lag. kinda seems like those get lost.

– Drew","hey Steinman Auto — not sure if this happens to you but when someone reaches out do you usually get back to them right away or does it lag. kinda seems like those get lost.

– Drew","hey Steinman Auto — not sure if this happens to you but when someone reaches out do you usually get back to them right away or does it lag. kinda seems like those get lost.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,60,,,0,,,,,,,,,,2026-03-18T08:53:00
Peepodge garage inc.,Caledonia,IL,http://www.go4ppg.com,8157084843,email,auto,peepodge@gmail.com,quick question,"hey Peepodge garage inc — when the shop gets busy do calls just get missed sometimes.

– Drew",false,,,Possible — has website (+1); has email (+1); email_found contactability (+1),3,unknown,,v7,,,http://www.go4ppg.com/contact,email_found,Hey Peepodge garage inc. — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Caledonia that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Peepodge garage inc — when the shop gets busy do calls just get missed sometimes.

– Drew","hey Peepodge garage inc — when the shop gets busy do calls just get missed sometimes.

– Drew","hey Peepodge garage inc — when the shop gets busy do calls just get missed sometimes.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,60,,,0,,,,,,,,,,2026-03-18T09:38:00
"Forest Hills Automotive, Inc.",Loves Park,IL,https://foresthillsautomotiveinc.com,8159863400,email,auto,fha7993@gmail.com,hey,"hey Forest Hills Automotive, Inc. — ever feel like some leads just disappear before you can even talk to them.

– Drew",true,,safe_autopilot,Possible — has website (+1); has email (+1); email_found contactability (+1),3,unknown,,v7,,,,email_found,"Hey Forest Hills Automotive, Inc. — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Loves Park that replies to missed callers automatically. Happy to send a quick example — just let me know!","hey Forest Hills Automotive, Inc. — ever feel like some leads just disappear before you can even talk to them.

– Drew","hey Forest Hills Automotive, Inc. — ever feel like some leads just disappear before you can even talk to them.

– Drew","hey Forest Hills Automotive, Inc. — ever feel like some leads just disappear before you can even talk to them.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,60,,,0,,,,,,,,,,2026-03-18T09:55:00
Nelson’s Imports,Roscoe,IL,https://www.nelsonsimports.com,7794755060,email,auto,nelson@nelsonsimports.com,Nelson’s Imports,"hey Nelson’s Imports — random but, ever feel like some leads just disappear before you can even talk to them. probably just ends up going to someone else.

– Drew",true,,safe_autopilot,Possible — has website (+1); has email (+1); email_found contactability (+1),3,unknown,,v7,https://www.facebook.com/Nelsonsimports,,,"email_found,facebook_found",Hey Nelson’s Imports — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Roscoe that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Nelson’s Imports — random but, ever feel like some leads just disappear before you can even talk to them. probably just ends up going to someone else.

– Drew","hey Nelson’s Imports — random but, ever feel like some leads just disappear before you can even talk to them. probably just ends up going to someone else.

– Drew","hey Nelson’s Imports — random but, ever feel like some leads just disappear before you can even talk to them. probably just ends up going to someone else.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,60,,,0,,,,,,,,,,2026-03-18T10:34:00
Towing Recovery Rebuilding Assistance Services,Naperville,IL,https://www.towrecoverassist.com,6302002731,email,towing,info@towrecoverassist.com,random thought,"hey — when you miss a call do you usually get back to them or do they just go to the next company?

– Drew",true,2026-03-17T13:40:21.608314+00:00,safe_autopilot,High Opportunity — high-fit industry (towing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,,,,email_found,Hey Towing Recovery Rebuilding Assistance Services — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Naperville that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Towing Recovery Rebuilding Assistance Services — when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew","hey Towing Recovery Rebuilding Assistance Services — when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew","hey Towing Recovery Rebuilding Assistance Services — when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,<35052e9e9c2e48b9ac0a74d7a210d5d2@copperline.mail>,,,,,,
Y&a towing,West Chicago,IL,http://yandatowing.godaddysites.com,6304407570,email,towing,wweeiihhuuaanngg@gmail.com,quick question,"hey — when you miss a call do you usually get back to them or do they just go to the next company?

– Drew",true,2026-03-17T13:41:08.279357+00:00,safe_autopilot,High Opportunity — high-fit industry (towing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,https://www.facebook.com/profile.php,,,"email_found,facebook_found",Hey Y&a towing — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in West Chicago that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Y&a towing — when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew","hey Y&a towing — when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew","hey Y&a towing — when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,<0e805ab8147748b482fff19937f094b6@copperline.mail>,,,,,,
Naperville Classic Towing,Naperville,IL,https://napervilleclassictowing.com,6303926844,email,towing,napervilleclassictowing@hotmail.com,random thought,"hey Naperville Classic Towing — not sure if this happens to you but ever feel like some leads just disappear before you can even talk to them. guessing most people don't call back.

– Drew",true,2026-03-17T13:41:54.587394+00:00,safe_autopilot,High Opportunity — high-fit industry (towing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,https://www.facebook.com/napervilleclassictowing,,https://napervilleclassictowing.com/contact-us/#content,"email_found,facebook_found",Hey Naperville Classic Towing — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Naperville that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Naperville Classic Towing — not sure if this happens to you but ever feel like some leads just disappear before you can even talk to them. guessing most people don't call back.

– Drew","hey Naperville Classic Towing — not sure if this happens to you but ever feel like some leads just disappear before you can even talk to them. guessing most people don't call back.

– Drew","hey Naperville Classic Towing — not sure if this happens to you but ever feel like some leads just disappear before you can even talk to them. guessing most people don't call back.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,<67be34876e994c6e8e5f0a976122f97e@copperline.mail>,,,,,,
RoadLift Towing & Recovery LLC,Oak Lawn,IL,https://roadlifttowing.us,,email,towing,info@roadlifttowing.us,RoadLift Towing & Recovery LLC,"hey — when you miss a call do you usually get back to them or do they just go to the next company?

– Drew",true,2026-03-17T13:42:41.051310+00:00,safe_autopilot,High Opportunity — high-fit industry (towing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,https://www.facebook.com/people,https://www.instagram.com/roadlifttowing/,https://roadlifttowing.us/#contact,"email_found,facebook_found,instagram_found",Hey RoadLift Towing & Recovery LLC — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Oak Lawn that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey RoadLift Towing & Recovery LLC — was thinking about this earlier when someone reaches out do you usually get back to them right away or does it lag. feels like those usually just go to the next company.

– Drew","hey RoadLift Towing & Recovery LLC — was thinking about this earlier when someone reaches out do you usually get back to them right away or does it lag. feels like those usually just go to the next company.

– Drew","hey RoadLift Towing & Recovery LLC — was thinking about this earlier when someone reaches out do you usually get back to them right away or does it lag. feels like those usually just go to the next company.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,<378b431e96874ea9bae7198d581f2ebe@copperline.mail>,,,,,,
Primeline towing and recovery LLC,Oak Lawn,IL,http://primeline-towing.com,3312333261,email,towing,dispatch@primeline-towing.com,Primeline towing and recovery LLC,"hey Primeline towing and recovery LLC — quick question, when you're out on a run do calls get missed by clients? They probably just call the next place.

– Drew",true,2026-03-17T13:43:27.502345+00:00,safe_autopilot,High Opportunity — high-fit industry (towing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,,,http://primeline-towing.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.0.3,email_found,Hey Primeline towing and recovery LLC — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Oak Lawn that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Primeline towing and recovery LLC — quick question, when you're out on a run do calls just get missed sometimes. probably just ends up going to someone else.

– Drew","hey Primeline towing and recovery LLC — quick question, when you're out on a run do calls just get missed sometimes. probably just ends up going to someone else.

– Drew","hey Primeline towing and recovery LLC — quick question, when you're out on a run do calls just get missed sometimes. probably just ends up going to someone else.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,<2c6716fe3b5742b7b70f20b5ce137cb5@copperline.mail>,,,,,,
JOHN'S TOWING & SONS INC.,West Dundee,IL,http://www.johnstowingandsons.com,2244228619,email,towing,info@johnstowingandsons.com,random thought,"hey JOHN'S TOWING & SONS INC — was thinking about this earlier when you're out on a run do calls just get missed sometimes?

– Drew",true,2026-03-17T13:44:14.101791+00:00,safe_autopilot,High Opportunity — high-fit industry (towing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,https://www.facebook.com/JohnsTowingAndSonsInc,https://www.instagram.com/johnstowingandson/,,"email_found,facebook_found,instagram_found",Hey JOHN'S TOWING & SONS INC. — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in West Dundee that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey JOHN'S TOWING & SONS INC — was thinking about this earlier when you're out on a run do calls just get missed sometimes.

– Drew","hey JOHN'S TOWING & SONS INC — was thinking about this earlier when you're out on a run do calls just get missed sometimes.

– Drew","hey JOHN'S TOWING & SONS INC — was thinking about this earlier when you're out on a run do calls just get missed sometimes.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,<1c9fdcb96ea240daa679ddf058201bee@copperline.mail>,,,,,,
"MAS Plumbing, Inc.",Roselle,IL,http://www.masplumbing.com,6308844201,email,plumbing,service@masplumbing.com,hey,"hey MAS Plumbing, Inc — quick question when someone reaches out do you usually get back to them right away or does it take a little while?

– Drew",true,2026-03-17T13:45:00.609050+00:00,safe_autopilot,High Opportunity — high-fit industry (plumbing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,https://www.facebook.com/MasPlumbingInc,https://www.instagram.com/masplumbinginc/,,"email_found,facebook_found,instagram_found","Hey MAS Plumbing, Inc. — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Roselle that replies to missed callers automatically. Happy to send a quick example — just let me know!","hey MAS Plumbing, Inc — quick question when someone reaches out do you usually get back to them right away or does it lag.

– Drew","hey MAS Plumbing, Inc — quick question when someone reaches out do you usually get back to them right away or does it lag.

– Drew","hey MAS Plumbing, Inc — quick question when someone reaches out do you usually get back to them right away or does it lag.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,<58fd2171dcb14ed7b24bd5fd41d3e35e@copperline.mail>,,,,,,
"Ferrari Plumbing, Inc.",Wheaton,IL,https://ferrariplumbing.net,6302605898,email,plumbing,mymail@mailservice.com,"Ferrari Plumbing, Inc.","hey Ferrari Plumbing, Inc. — not sure if this happens to you but, when you're out in the field do calls just get missed sometimes.

– Drew",true,2026-03-17T13:45:47.084304+00:00,safe_autopilot,High Opportunity — high-fit industry (plumbing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,https://www.facebook.com/ferrariplumbinginc,,https://ferrariplumbing.net/contact-us,"email_found,facebook_found","Hey Ferrari Plumbing, Inc. — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Wheaton that replies to missed callers automatically. Happy to send a quick example — just let me know!","hey Ferrari Plumbing, Inc. — not sure if this happens to you but, when you're out in the field do calls just get missed sometimes.

– Drew","hey Ferrari Plumbing, Inc. — not sure if this happens to you but, when you're out in the field do calls just get missed sometimes.

– Drew","hey Ferrari Plumbing, Inc. — not sure if this happens to you but, when you're out in the field do calls just get missed sometimes.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,<5c8b4578b7b14ca3b714523271b020e4@copperline.mail>,,,,,,
"OneStop Pro Plumbing, Heating, Cooling & Electric",Wheaton,IL,https://www.onestoppro.com,6305213201,email,plumbing,info@onestoppro.com,quick question,"hey OneStop Pro Plumbing, Heating, Cooling & Electric — when you're out in the field do calls just get missed sometimes? Feels like those usually just go to the next company.

– Drew",true,2026-03-17T13:46:33.562292+00:00,safe_autopilot,High Opportunity — high-fit industry (plumbing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,https://www.facebook.com/onestoppro,https://www.instagram.com/onestoppro/,https://www.onestoppro.com/contact-us/,"email_found,facebook_found,instagram_found","Hey OneStop Pro Plumbing, Heating, Cooling & Electric — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Wheaton that replies to missed callers automatically. Happy to send a quick example — just let me know!","hey OneStop Pro Plumbing, Heating, Cooling & Electric — when you're out in the field do calls just get missed sometimes feels like those usually just go to the next company.

– Drew","hey OneStop Pro Plumbing, Heating, Cooling & Electric — when you're out in the field do calls just get missed sometimes feels like those usually just go to the next company.

– Drew","hey OneStop Pro Plumbing, Heating, Cooling & Electric — when you're out in the field do calls just get missed sometimes feels like those usually just go to the next company.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,<b744dd5ac9bf4bd181ab251627ee0f40@copperline.mail>,,,,,,
"LaCassa Plumbing | Plumber, Drain Cleaning, Sewer Repair and Tankless Water Heater Installation Naperville, IL",Naperville,IL,https://lacassaplumbing.com,6303497067,email,plumbing,customerservice@lacassaplumbing.com,quick question,"hey LaCassa Plumbing | Plumber, Drain Cleaning, Sewer Repair and Tankless Water Heater Installation Naperville, IL — not sure if this happens to you but, ever feel like some leads just disappear before you can even talk to them. guessing most people don't call back.

– Drew",true,2026-03-17T13:47:19.956265+00:00,safe_autopilot,High Opportunity — high-fit industry (plumbing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,https://www.facebook.com/LaCassaPlumbing,,,"email_found,facebook_found","Hey LaCassa Plumbing | Plumber, Drain Cleaning, Sewer Repair and Tankless Water Heater Installation Naperville, IL — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Naperville that replies to missed callers automatically. Happy to send a quick example — just let me know!","hey LaCassa Plumbing | Plumber, Drain Cleaning, Sewer Repair and Tankless Water Heater Installation Naperville, IL — not sure if this happens to you but, ever feel like some leads just disappear before you can even talk to them. guessing most people don't call back.

– Drew","hey LaCassa Plumbing | Plumber, Drain Cleaning, Sewer Repair and Tankless Water Heater Installation Naperville, IL — not sure if this happens to you but, ever feel like some leads just disappear before you can even talk to them. guessing most people don't call back.

– Drew","hey LaCassa Plumbing | Plumber, Drain Cleaning, Sewer Repair and Tankless Water Heater Installation Naperville, IL — not sure if this happens to you but, ever feel like some leads just disappear before you can even talk to them. guessing most people don't call back.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,<caf05c7e5de849ed9e902f992a958148@copperline.mail>,,,,,,
"River City Plumbing, LLC",Batavia,IL,http://rivercityplumbing.net,6304298704,email,plumbing,jeremy@rivercityplumbing.net,quick question,"hey River City Plumbing, LLC — not sure if this happens to you but ever feel like some leads just disappear before you can even talk to them. guessing most people don't call back.

– Drew",true,2026-03-17T13:48:06.739154+00:00,safe_autopilot,High Opportunity — high-fit industry (plumbing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,https://www.facebook.com/rivercityplumbingllc,,,"email_found,facebook_found","Hey River City Plumbing, LLC — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Batavia that replies to missed callers automatically. Happy to send a quick example — just let me know!","hey River City Plumbing, LLC — not sure if this happens to you but ever feel like some leads just disappear before you can even talk to them. guessing most people don't call back.

– Drew","hey River City Plumbing, LLC — not sure if this happens to you but ever feel like some leads just disappear before you can even talk to them. guessing most people don't call back.

– Drew","hey River City Plumbing, LLC — not sure if this happens to you but ever feel like some leads just disappear before you can even talk to them. guessing most people don't call back.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,<281f50c47a3d4908b77495d2a38aa089@copperline.mail>,,,,,,
Keeley's Plumbing,Lombard,IL,http://www.keeleysplumbing.com,6305769293,email,plumbing,n@g6.gs,hey,"hey Keeley's Plumbing — ever feel like some leads just disappear before you can even talk to them. probably just ends up going to someone else.

– Drew",true,2026-03-17T13:48:53.090655+00:00,safe_autopilot,High Opportunity — high-fit industry (plumbing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,https://www.facebook.com/keeleysplumbing,https://www.instagram.com/keeleysplumbing/,,"email_found,facebook_found,instagram_found",Hey Keeley's Plumbing — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Lombard that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Keeley's Plumbing — ever feel like some leads just disappear before you can even talk to them. probably just ends up going to someone else.

– Drew","hey Keeley's Plumbing — ever feel like some leads just disappear before you can even talk to them. probably just ends up going to someone else.

– Drew","hey Keeley's Plumbing — ever feel like some leads just disappear before you can even talk to them. probably just ends up going to someone else.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,<2cbac7e5b0964db98471d0605aef9c45@copperline.mail>,,,,,,
Flotek Plumbing,St. Charles,IL,https://flotekplumbing.com,6304651139,email,plumbing,gabriel@flotekplumbing.com,hey,"hey Flotek Plumbing — when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew",true,2026-03-17T13:49:39.648766+00:00,safe_autopilot,High Opportunity — high-fit industry (plumbing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,,https://www.instagram.com/flotekplumber/,https://flotekplumbing.com/wp-content/plugins/elementor/assets/css/widget-contact-buttons-base.min.css?ver=3.35.7,"email_found,instagram_found",Hey Flotek Plumbing — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in St. Charles that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Flotek Plumbing — when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew","hey Flotek Plumbing — when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew","hey Flotek Plumbing — when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,<4fc07899b1004f16b84caaba6ff7af13@copperline.mail>,,,,,,
Precision Today Plumbing Heating Cooling Electrical,Carol Stream,IL,https://precisiontoday.com/carol-stream,6303267850,email,plumbing,info@precisiontoday.com,random thought,"hey Precision Today Plumbing Heating Cooling Electrical — when someone reaches out do you usually get back to them right away or does it lag feels like those usually just go to the next company.

– Drew",true,2026-03-17T13:50:26.338285+00:00,safe_autopilot,High Opportunity — high-fit industry (plumbing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,https://www.facebook.com/PrecisionToday,https://www.instagram.com/precisiontoday/,https://precisiontoday.com/contact/,"email_found,facebook_found,instagram_found",Hey Precision Today Plumbing Heating Cooling Electrical — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Carol Stream that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Precision Today Plumbing Heating Cooling Electrical — when someone reaches out do you usually get back to them right away or does it lag feels like those usually just go to the next company.

– Drew","hey Precision Today Plumbing Heating Cooling Electrical — when someone reaches out do you usually get back to them right away or does it lag feels like those usually just go to the next company.

– Drew","hey Precision Today Plumbing Heating Cooling Electrical — when someone reaches out do you usually get back to them right away or does it lag feels like those usually just go to the next company.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,<7d29bb9a9f134d668d9bbaf9f7a0c570@copperline.mail>,,,,,,
The Fair Plumber LLC,Elmhurst,IL,https://www.fairplumber.com,6308330808,email,plumbing,fairplumber627@gmail.com,quick question,"hey The Fair Plumber LLC — quick question when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew",true,2026-03-17T13:22:21.656606+00:00,safe_autopilot,High Opportunity — high-fit industry (plumbing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,https://www.facebook.com/profile.php,https://www.instagram.com/the_fair_plumber/,https://www.fairplumber.com/contact,"email_found,facebook_found,instagram_found",Hey The Fair Plumber LLC — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Elmhurst that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey The Fair Plumber LLC — quick question when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew","hey The Fair Plumber LLC — quick question when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew","hey The Fair Plumber LLC — quick question when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,<e2075900193749afbf6554dab8d420ef@copperline.mail>,,,,,,
Morning Noon Night Plumbing & Sewer,Lyons,IL,https://www.morningnoonandnightplumbing.com,7084479640,email,plumbing,773plumbersm@gmail.com,random thought,"hey Morning Noon Night Plumbing & Sewer — was thinking about this earlier when you're out in the field do calls just get missed sometimes guessing most people don't call back.

– Drew",true,2026-03-17T13:51:12.793327+00:00,safe_autopilot,High Opportunity — high-fit industry (plumbing) (+2); emergency/urgency language (+1); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,,,https://www.morningnoonandnightplumbing.com/contact-us/,email_found,Hey Morning Noon Night Plumbing & Sewer — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Lyons that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Morning Noon Night Plumbing & Sewer — was thinking about this earlier when you're out in the field do calls just get missed sometimes guessing most people don't call back.

– Drew","hey Morning Noon Night Plumbing & Sewer — was thinking about this earlier when you're out in the field do calls just get missed sometimes guessing most people don't call back.

– Drew","hey Morning Noon Night Plumbing & Sewer — was thinking about this earlier when you're out in the field do calls just get missed sometimes guessing most people don't call back.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,<89594c9d9de24352817ee97e880488cd@copperline.mail>,,,,,,
"J&R Herra Heating, Cooling, & Plumbing",Geneva,IL,https://www.jrherra.com,6304748806,email,plumbing,csr@jrherra.com,"J&R Herra Heating, Cooling, & Plumbing","hey J&R Herra Heating, Cooling, & Plumbing — random but when someone reaches out do you usually get back to them right away or does it lag. guessing most people don't call back.

– Drew",true,2026-03-17T13:51:59.189534+00:00,safe_autopilot,High Opportunity — high-fit industry (plumbing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,https://www.facebook.com/JRHerra1974,https://www.instagram.com/jrherra1974/,https://www.jrherra.com/contact-us/careers/,"email_found,facebook_found,instagram_found","Hey J&R Herra Heating, Cooling, & Plumbing — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Geneva that replies to missed callers automatically. Happy to send a quick example — just let me know!","hey J&R Herra Heating, Cooling, & Plumbing — random but when someone reaches out do you usually get back to them right away or does it lag. guessing most people don't call back.

– Drew","hey J&R Herra Heating, Cooling, & Plumbing — random but when someone reaches out do you usually get back to them right away or does it lag. guessing most people don't call back.

– Drew","hey J&R Herra Heating, Cooling, & Plumbing — random but when someone reaches out do you usually get back to them right away or does it lag. guessing most people don't call back.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,<b07ad11618864bf0bf13bb981faaf791@copperline.mail>,,,,,,
"Pro Services Plumbing, Drains, Sewer Lining",Wheaton,IL,https://proservicesnow.com,6304877879,email,plumbing,info@proservicesnow.com,quick question,"hey Pro Services Plumbing, Drains, Sewer Lining — quick question, ever feel like some leads just disappear before you can even talk to them. feels like those usually just go to the next company.

– Drew",true,2026-03-17T13:52:45.529088+00:00,safe_autopilot,High Opportunity — high-fit industry (plumbing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,,,https://proservicesnow.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1.5,email_found,"Hey Pro Services Plumbing, Drains, Sewer Lining — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Wheaton that replies to missed callers automatically. Happy to send a quick example — just let me know!","hey Pro Services Plumbing, Drains, Sewer Lining — quick question, ever feel like some leads just disappear before you can even talk to them. feels like those usually just go to the next company.

– Drew","hey Pro Services Plumbing, Drains, Sewer Lining — quick question, ever feel like some leads just disappear before you can even talk to them. feels like those usually just go to the next company.

– Drew","hey Pro Services Plumbing, Drains, Sewer Lining — quick question, ever feel like some leads just disappear before you can even talk to them. feels like those usually just go to the next company.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,<9d9ad6e45448439fbc19208143a736c3@copperline.mail>,,,,,,
